source,latitude,longitude,requested_datetime,updated_datetime,closed_date,description,address
Missing,,,2012-10-24T09:41:20-04:00,2016-09-11T22:02:05-04:00,2012-11-20T07:38:27-05:00,"Hello, I am a Junior at IU Bloomington and I am doing a research project for my education class about ""How Graffiti Affects Bloomington"". I would like to contact/ interview someone with a few questions that i can use in a presentation to class. All I am looking for is someone to answer a few questions, THROUGH EMAIL, about graffiti. Thank you for your time.-Matthew",
Missing,49.18798065,16.59821701,2012-10-24T17:33:06-04:00,2016-09-11T22:02:05-04:00,2012-11-20T07:38:04-05:00,,"Zahradnickнз 3дус21, Bloomington, IN"
Police Report,,,2012-10-25T15:01:02-04:00,2016-09-11T22:02:05-04:00,2013-04-08T16:13:02-04:00,THREE LIGHT POLES ALONG THE B-LINE TRAIL  WERE PAINTED WITH LIGHT BLUE SPRAY PAINT,
Missing,39.15738297,-86.52498627,2012-10-30T13:16:16-04:00,2016-09-11T22:02:05-04:00,2012-11-20T07:36:36-05:00,"""THIS IS"" spray painted on sidewalk at the corner of Stull Ave and Maxwell LnSilver or white spray paint does not respond to paint thinner or alcohol and a wire brush.","878-998 S Stull Ave, Bloomington, IN"
Missing,,,2012-11-03T16:49:28-04:00,2016-09-11T22:02:05-04:00,2012-11-20T07:36:13-05:00,green paint/marker writing on my wood privacy fence. About two feet by two feet big.,
Missing,39.17401123,-86.53105164,2012-11-03T16:59:27-04:00,2016-09-11T22:02:05-04:00,2012-11-20T07:35:42-05:00,"""take this"" in red marker on wooden privacy fence that runs along 12th street.","801-899 N Lincoln St, Bloomington, IN"
Missing,,,2012-11-06T11:44:29-05:00,2016-09-11T22:02:05-04:00,2012-11-20T07:35:15-05:00,"Hi, Graffiti was removed on First St from the sidewalk south of our home.  I tried using graffiti remover, but it didn't seem to work.  I would like to thank you if you removed it.  Please contact me whether you did.  Thanks, Annette",
Missing,39.15633392,-86.53315735,2012-11-20T06:26:17-05:00,2016-09-11T22:02:05-04:00,2012-11-20T07:34:27-05:00,"Graffiti is located on the East side of the wall in the alley (multiple places) and a new offensive marking on the NE corner of the brick wall. The last time I reported it, nothing was removed.","100-146 E Dixie St, Bloomington, IN"
Missing,39.1620369,-86.53256989,2012-11-20T11:06:09-05:00,2016-09-11T22:02:05-04:00,2013-01-18T15:01:17-05:00,,"416 S Washington St, Bloomington, IN"
Missing,39.17498398,-86.53331757,2012-11-24T17:55:31-05:00,2016-09-11T22:02:05-04:00,2012-12-03T06:34:13-05:00,Photo 1 - 908 N Walnut Graffiti discovered on 11/24/2012 at 1:00 PM. It was caught on our security cameras at 11:00 PM on 11/23/2012. I have 4 pictures to submit.,"900-910 N Walnut St, Bloomington, IN"
Missing,39.17486191,-86.5333786,2012-11-24T17:57:56-05:00,2016-09-11T22:02:05-04:00,2012-12-03T06:33:50-05:00,Photo 1 - 908 N Walnut Graffiti in progress,"900-910 N Walnut St, Bloomington, IN"
Missing,39.17486572,-86.53336334,2012-11-24T17:59:55-05:00,2016-09-11T22:02:05-04:00,2012-12-03T06:33:32-05:00,Photo 1 - 908 N Walnut Graffiti in progress with witnesses,"900-910 N Walnut St, Bloomington, IN"
Missing,39.17483139,-86.53327942,2012-11-24T18:01:53-05:00,2016-09-11T22:02:05-04:00,2012-12-03T06:33:01-05:00,Photo 1 - 908 N Walnut Graffiti covered up and installed motion light,"900-910 N Walnut St, Bloomington, IN"
Missing,,,2012-11-26T11:17:12-05:00,2016-09-11T22:02:05-04:00,2012-12-03T06:32:11-05:00,"Eco-terrorist, anarchist, anti-development, anti-police",
Missing,,,2012-11-26T11:17:15-05:00,2016-09-11T22:02:05-04:00,2012-12-03T06:31:43-05:00,"Eco-terrorist, anarchist, anti-development, anti-police",
Missing,39.16036224,-86.52330017,2012-11-30T09:12:10-05:00,2016-09-11T22:02:05-04:00,2012-12-03T06:31:01-05:00,"red spray paint on limestone porch ""I luv you br...""","843-899 E University St, Bloomington, IN"
Missing,39.16228485,-86.53594208,2012-12-02T12:46:52-05:00,2016-09-11T22:02:05-04:00,2012-12-03T06:30:27-05:00,"Graffiti on the building that says ""Lice"". It is on the garage door.","Bloomington Rail Trail, Bloomington, IN"
Police Report,,,2012-12-07T16:01:09-05:00,2016-09-11T22:02:05-04:00,2012-12-17T14:43:46-05:00,GRAFFITI TO BLOOMINGTON TRANSIT BUILDING,"130 W Grimes LN, Bloomington, IN"
Police Report,,,2012-12-07T16:14:56-05:00,2016-09-11T22:02:05-04:00,2012-12-17T14:43:23-05:00,"RETAINING WALL SPRAYPAINTED WITH THE LETTERS ""KKK"".",
Police Report,,,2012-12-07T16:32:15-05:00,2016-09-11T22:02:05-04:00,2012-12-17T14:42:23-05:00,"GRAY SPRAY-PAINT WITH THE WORD ""GAY"" ON THE FRONT OF A RESIDENCE.","760 S Parkway DR, Bloomington, IN"
Police Report,,,2012-12-07T17:43:16-05:00,2016-09-11T22:02:05-04:00,2013-01-18T15:05:23-05:00,"GRAFFITI, WITH BLACK SPRAY-PAINT, ON THE NORTH SIDE OF BUILDING  WITH THE LETTERS ""A C A B"" AND ON THE SOUTH BUILDING ON ONE OF THE GARAGE DOORS THE WORDS ""IT ISN'T GOOD ENOUGH."" ALSO ON THE SAME BUILDING ON THE EAST WALL, IN WHITE SPRAY-PAINT, THE LETTERS ""A C A B"" WITH THE ""A"" WITH A CIRCLE AROUND IT.","720 S Morton ST, Bloomington, IN"
Police Report,,,2013-01-09T05:14:33-05:00,2016-09-11T22:02:05-04:00,2013-01-18T15:00:40-05:00,"STAFF MEMBER FOUND SPRAYPAINT GRAFFITI ON A SIDEWALK CONCRETE SLAB WITH THE WORDS ""FIGHT POLICE"" ON IT.","315 W Kirkwood AVE, Bloomington, IN"
Police Report,,,2013-01-09T05:25:30-05:00,2016-09-11T22:02:05-04:00,2013-01-09T05:35:45-05:00,AN EMPLOYEE FROM 39 DEGREES NORTH REPORTED SOMEONE USED RED SPRAY PAINT AND PAINTED LETTERS ON THE WEST SIDE OF THEIR BUILDING.,"908 N Walnut ST, Bloomington, IN"
Missing,39.16769028,-86.53298187,2013-01-11T11:14:10-05:00,2016-09-11T22:02:05-04:00,2013-01-18T15:20:34-05:00,,"105 E 6th St, Bloomington, IN"
Missing,39.16778946,-86.53300476,2013-01-16T15:41:27-05:00,2016-09-11T22:02:05-04:00,2013-01-18T15:21:50-05:00,,"105 E 6th St, Bloomington, IN"
Missing,39.16590881,-86.53656006,2013-01-29T16:06:59-05:00,2016-09-11T22:02:05-04:00,2013-02-01T14:05:08-05:00,"Two simple, single-color tags on the north and west walls of the building","308 West 4th Street, Bloomington, IN"
Missing,39.16867065,-86.53646851,2013-02-19T19:45:40-05:00,2016-09-11T22:02:05-04:00,2013-02-21T09:32:55-05:00,,"311 W 7th St, Bloomington, IN"
Missing,46.81700897,-71.20589447,2013-02-20T09:23:34-05:00,2016-09-11T22:02:05-04:00,2013-02-20T10:03:48-05:00,test,"85 Quai Saint-Andr, Bloomington, IN"
Missing,39.16683578,-86.53514862,2013-02-22T19:03:35-05:00,2016-09-11T22:02:05-04:00,2013-02-25T12:14:38-05:00,,"105 N College Ave, Bloomington, IN"
Missing,,,2013-02-25T15:52:56-05:00,2016-09-11T22:02:05-04:00,2013-02-26T05:39:08-05:00,There is very visible graffiti on the railroad bridge at 10th ST. and Jefferson. That bridge is very visible to many people.,
Missing,39.16683197,-86.53676605,2013-02-25T16:32:50-05:00,2016-09-11T22:02:05-04:00,2013-02-28T10:50:10-05:00,"On the back of the hair salon that's next to Bloomingfoods W. along the B-Line trail, in between some graffiti art, is ""F*** B.E.A.D.""","304 West Kirkwood Avenue, Bloomington, IN"
Missing,,,2013-03-04T16:25:52-05:00,2016-09-11T22:02:05-04:00,2013-03-05T05:42:52-05:00,Graffiti to Heartland Adoption Agency sign,
Missing,39.15618134,-86.53308105,2013-03-14T13:07:01-04:00,2016-09-11T22:02:05-04:00,2013-03-15T06:51:49-04:00,Cronic graffiti,
Police Report,,,2013-03-14T16:33:15-04:00,2016-09-11T22:02:05-04:00,2013-03-15T06:49:59-04:00,MANAGEMENT REPORTED A LARGE AMOUNT OF BLACK MARKER GRAFFITI THROUGHOUT A BUILDING.,"3100 S Walnut ST, Bloomington, IN"
Police Report,,,2013-03-14T16:52:51-04:00,2016-09-11T22:02:05-04:00,2013-03-15T06:47:44-04:00,SOMEONE USED BLACK SPRAY PAINT AND SPRAYPAINTED LETTERS ON HIS 1996 WHITE PICKUP TRUCK.,"909 E Eminence WAY, Bloomington, IN"
Police Report,,,2013-03-14T17:00:09-04:00,2016-09-11T22:02:05-04:00,2013-03-15T06:45:45-04:00,UNKNOWN SUBJECT USED SPRAY PAINT AND SPRAYPAINTED LETTERS ON THE HOOD OF HIS WHITE 2006 BMW.,"815 E Zenith TER, Bloomington, IN"
Police Report,,,2013-03-14T17:10:48-04:00,2016-09-11T22:02:05-04:00,2013-04-16T15:10:05-04:00,"EMPLOYEE DISCOVERED BLACK SPRAY-PAINT GRAFFITI ON TOW WHITE DODGE VANS,","930 W 7th ST, Bloomington, IN"
Police Report,,,2013-03-14T17:15:51-04:00,2016-09-11T22:02:05-04:00,2013-03-15T06:44:07-04:00,A MALE SUBJECT REPORTED THAT HE OBSERVED TWO MALE SUBJECTS SPRAYING THE BACK OF A DEAD-END SIGN WITH PURPLE SPRAY-PAINT.,
Police Report,,,2013-03-14T17:35:08-04:00,2016-09-11T22:02:05-04:00,2013-03-15T06:43:29-04:00,THE VICE PRINCIPAL OF BLOOMINGTON NORTH HIGH SCHOOL REPORTED LOCATING GRAFFITI ON THE WALL AT THE SCHOOL.,
Missing,,,2013-03-29T09:12:54-04:00,2016-09-11T22:02:05-04:00,2013-04-01T12:54:29-04:00,"I ride my bike to campus and use the tunnel that runs below the 46 Bypass between 10th and 3rd.  The walls of the tunnel, especially on the west-side opening have a lot of graffiti including profanity.  It's a shame that people feel the need to destroy public resources but maybe the way to discourage people from 'tagging' walls would be to have local schools paint murals.",
Missing,39.14105225,-86.49679565,2013-03-29T20:28:20-04:00,2016-09-11T22:02:05-04:00,2013-04-01T12:53:05-04:00,"Someone spray painted ""KKK"" on an electrical box on the east side of Sare Rd.","2751 E Spicewood Ln, Bloomington, IN"
Missing,,,2013-03-30T12:03:01-04:00,2016-09-11T22:02:05-04:00,2013-05-06T13:50:32-04:00,KKK. Symbol on green utility box facing Tapp rd. wear Weimer rd intersects,
Missing,39.14161682,-86.49639893,2013-03-30T22:40:08-04:00,2016-09-11T22:02:05-04:00,2013-04-01T12:50:13-04:00,"While driving northbound on Sare Rd today, I noticed some very offensive graffiti on an electrical box (on Sare rd between Moore's Pike and E. Rogers. The electrical box is by the road, and the graffiti says KKK.","2785-2807 South Sare Road, Bloomington, IN"
Missing,39.15557098,-86.5085144,2013-04-09T20:50:38-04:00,2016-09-11T22:02:05-04:00,2013-04-25T05:50:15-04:00,Graffiti on stop sign.,"1030-1198 S High St, Bloomington, IN"
Missing,,,2013-04-17T15:54:12-04:00,2016-09-11T22:02:05-04:00,2013-05-03T14:56:37-04:00,I couldn't choose a location - this graffiti is in the alley behind 612 W. Kirkwood Ave.  This property gets tagged frequently.  I'm submitting 2 reports since I can only upload 1 photo.  I have already cleaned this off of my fence since it does deter more acts if it is kept as clean as possible.  This destruction of property needs to be taken more seriously in this town.  It really looks horrible.,
Missing,,,2013-04-28T21:12:42-04:00,2016-09-11T22:02:05-04:00,2013-05-13T15:36:04-04:00,Graffiti on North and West side of WonderLab.,
Missing,39.16513443,-86.53479004,2013-04-30T10:33:54-04:00,2016-09-11T22:02:05-04:00,2013-05-15T15:45:56-04:00,"Graffiti on the SW wall, Gentry Street and 4th Street, under the window.","209 South College Avenue, Bloomington, IN"
Other,,,2013-05-02T16:24:39-04:00,2016-09-11T22:02:05-04:00,2013-05-03T14:51:51-04:00,"Graffiti on the train overpass structure on N Smith Road, in the 300 Block","N Smith RD, Bloomington, IN"
Other,,,2013-05-06T13:25:57-04:00,2016-09-11T22:02:05-04:00,2013-05-06T13:32:19-04:00,Graffiti on the back side of IU press building.,
Other,,,2013-05-06T13:43:31-04:00,2016-09-11T22:02:05-04:00,2013-05-06T13:46:05-04:00,Chalk graffiti on City Hall sign and walkway entrance.,
Phone Call,,,2013-05-10T07:35:11-04:00,2016-09-11T22:02:05-04:00,2013-06-07T08:00:36-04:00,Graffiti on the back side of 419 N. Walnut.,
Missing,,,2013-05-13T15:36:10-04:00,2016-09-11T22:02:05-04:00,2013-05-13T15:42:30-04:00,115n.rogers. salvation army graffiti on back side of building,
Other,,,2013-05-13T15:37:11-04:00,2016-09-11T22:02:05-04:00,2013-05-28T07:46:29-04:00,Graffiti on 4th st parking garage.,E 4th ST
Other,39.1674118,-86.52883911,2013-05-15T10:12:07-04:00,2016-09-11T22:02:05-04:00,2013-05-22T15:32:41-04:00,Test,"420 E 6th St, Bloomington, IN"
Other,,,2013-05-17T15:37:26-04:00,2016-09-11T22:02:05-04:00,2013-05-28T07:45:42-04:00,Graffiti on back side of Band Garage.,
Other,39.16802216,-86.53645325,2013-05-28T08:15:41-04:00,2016-09-11T22:02:05-04:00,2013-06-03T15:40:55-04:00,Graffiti on b line,"300 W 6th St, Bloomington, IN"
Other,39.1651001,-86.53561401,2013-05-28T08:23:54-04:00,2016-09-11T22:02:05-04:00,2013-05-31T08:15:03-04:00,Graffiti on electrical box,"214 S College AVE, Bloomington, IN, 47404"
Other,39.16521835,-86.53645325,2013-05-28T08:27:10-04:00,2016-09-11T22:02:05-04:00,2013-06-07T15:50:29-04:00,Graffiti under bridge on 3rd st,"216 S Morton Street, Bloomington, IN"
Other,39.16231918,-86.53613281,2013-05-28T08:31:37-04:00,2016-09-11T22:02:05-04:00,2013-06-07T15:36:54-04:00,,"McDoel Greenway Corridor, Bloomington, IN"
Other,39.16125107,-86.53581238,2013-05-28T08:35:22-04:00,2016-09-11T22:02:05-04:00,2013-06-03T15:45:40-04:00,Graffiti on side of green building,"528 W 2nd St, Bloomington, IN"
Other,39.16014481,-86.53587341,2013-05-28T08:42:13-04:00,2016-09-11T22:02:05-04:00,2013-06-03T15:44:33-04:00,Graffiti on side of krogers,"528 S College Ave, Bloomington, IN"
Other,39.15518951,-86.53679657,2013-05-28T08:50:24-04:00,2016-09-11T22:02:05-04:00,2013-06-11T15:55:13-04:00,Tag on front of building in two spots,"1104 S Morton St, Bloomington, IN"
Other,39.1685524,-86.53612518,2013-05-28T11:06:26-04:00,2016-09-11T22:02:05-04:00,2013-06-03T15:36:34-04:00,Tag on the side of building,"220 N Morton St, Bloomington, IN"
Other,39.16719437,-86.47462463,2013-05-28T11:17:50-04:00,2016-09-11T22:02:05-04:00,2013-05-28T15:28:24-04:00,On the giant jungle gym under the tube slide platform there is this graffiti that is disturbing the neighborhood kids and parents. This is at Park Ridge East Park,"4401дус4481 E Morningside Dr, Bloomington, IN"
Other,,,2013-05-28T11:33:05-04:00,2016-09-11T22:02:05-04:00,2013-05-31T15:55:29-04:00,Red check mark and the word growth on the south wall of old fire station #2 at 105 S. Rogers St. and an older word in black,
Other,39.16664505,-86.53690338,2013-05-28T11:34:43-04:00,2016-09-11T22:02:05-04:00,2013-05-31T15:47:36-04:00,Tags on large stones by parking lot,"314 W Kirkwood Ave, Bloomington, IN"
Other,39.16797256,-86.53305054,2013-05-28T13:03:46-04:00,2016-09-11T22:02:05-04:00,2013-06-11T15:53:03-04:00,Graffiti on back and alley. Brick and utility boxes,"105 E 6th St, Bloomington, IN"
Police Report,,,2013-05-28T18:15:48-04:00,2016-09-11T22:02:05-04:00,2013-05-31T07:38:32-04:00,RENAISSANCE RENTALS REPORTED TWO CEMENT WALLS ON THEIR BUILDING WERE SPRAY PAINTED WITH BLACK SPRAY PAINT,"1300 N Walnut ST, Bloomington, IN"
Police Report,,,2013-05-28T18:35:49-04:00,2016-09-11T22:02:05-04:00,2013-06-03T15:27:55-04:00,"WHITE GRAFFITI (BY USING WHITE SPRAY PAINT) ON THE FRONT WINDOW OF MUNCHITOS, NO SPECIFIC CHARACTERS JUST IN A SWIRL-TYPE MARKING ON THE FRONT WINDOW OF THE BUSINESS","211 N Walnut ST, Bloomington, IN"
Police Report,,,2013-05-28T18:56:18-04:00,2016-09-11T22:02:05-04:00,2013-05-29T06:18:32-04:00,THE MANAGER AT MR. COPY REPORTED THAT SOMEONE SPRAY PAINTED BLUE SPRAY PAINT ON THEIR DOOR. THE GRAFFITI WAS IN A SCRIBBLED PATTERN.,"501 E 10th ST, Bloomington, IN"
Other,39.1683197,-86.53145599,2013-05-31T04:33:50-04:00,2016-09-11T22:02:05-04:00,2013-06-12T07:40:42-04:00,test,"250-298 E 7th St, Bloomington, IN"
Other,39.16740036,-86.53692627,2013-06-03T12:44:57-04:00,2016-09-11T22:02:05-04:00,2013-06-03T15:32:32-04:00,Tag with the f bomb in it.,"321 W 6th St, Bloomington, IN"
Other,39.13707733,-86.53714752,2013-06-05T21:00:24-04:00,2016-09-11T22:02:05-04:00,2013-06-12T07:38:17-04:00,grafitti on SE corner stop sign,
Other,39.16763687,-86.53630066,2013-06-07T14:35:42-04:00,2016-09-11T22:02:05-04:00,2013-06-07T15:45:50-04:00,Large tags on the B-line side of the building.,"300 W 6th St, Bloomington, IN"
Other,39.16755295,-86.5362854,2013-06-07T14:37:07-04:00,2016-09-11T22:02:05-04:00,2013-06-07T15:47:40-04:00,Tag on the B-line side of the building.,"301дус351 W 6th St, Bloomington, IN"
Other,39.16305542,-86.5273056,2013-06-07T22:33:55-04:00,2016-09-11T22:02:05-04:00,2013-06-10T06:00:48-04:00,Traffic box,"333 S Henderson St, Bloomington, IN"
Other,39.16823578,-86.50016785,2013-06-08T11:13:57-04:00,2016-09-11T22:02:05-04:00,2013-07-23T15:05:05-04:00,Graffiti on bypass underpass,"121дус187 N State Road 46, Bloomington, IN"
Other,39.17337418,-86.53694916,2013-06-11T10:22:24-04:00,2016-09-11T22:02:05-04:00,2013-06-11T15:50:35-04:00,Tag on city out building.,"300 W 11th St, Bloomington, IN"
Other,39.16770935,-86.53632355,2013-06-11T13:51:44-04:00,2016-09-11T22:02:05-04:00,2013-06-11T15:46:39-04:00,Very offensive tag on the B-line side of the building.,"300 W 6th St, Bloomington, IN"
Other,39.16554642,-86.53404236,2013-06-12T08:52:24-04:00,2016-09-11T22:02:05-04:00,2013-06-12T16:00:31-04:00,Tag in the alley of parking garage.,"101дус199 W 4th St, Bloomington, IN"
Other,,,2013-06-12T14:28:17-04:00,2016-09-11T22:02:05-04:00,2013-06-12T15:43:54-04:00,,205 S Walnut ST
Other,,,2013-06-13T07:35:18-04:00,2016-09-11T22:02:05-04:00,2013-06-14T15:41:08-04:00,pedestrian underpass that crosses SR46 into Eastgate has broken glass and graffiti,
Other,39.15835953,-86.53217316,2013-06-17T22:59:19-04:00,2016-09-11T22:02:05-04:00,2013-06-18T15:55:16-04:00,Shoes hanging on powerline. Not graffiti but not sure where else to report it.,"201дус299 E Wylie St, Bloomington, IN"
Other,39.17035675,-86.53636169,2013-06-18T10:15:12-04:00,2016-09-11T22:02:05-04:00,2013-06-18T15:55:35-04:00,,"400 N Morton St, Bloomington, IN"
Other,,,2013-06-18T10:33:58-04:00,2016-09-11T22:02:05-04:00,2013-06-18T16:00:02-04:00,Tag on b-line side of the o the building.,N Madison ST
Other,39.15550232,-86.53277588,2013-06-19T09:06:04-04:00,2016-09-11T22:02:05-04:00,2013-06-20T09:41:08-04:00,Graffiti on sidewalk entrance to alley on south side of Allen between Washington and Lincoln,"1000 S Washington St, Bloomington, IN"
Other,39.16665268,-86.53974152,2013-06-19T13:14:44-04:00,2016-09-11T22:02:05-04:00,2013-06-21T15:32:32-04:00,,"520 W Kirkwood Ave, Bloomington, IN"
Other,,,2013-06-21T08:06:10-04:00,2016-09-11T22:02:05-04:00,2013-06-21T15:30:59-04:00,"Graffiti on fence of Centerstone building, which is right next to B-line.",
Other,39.16724014,-86.53612518,2013-06-25T10:56:25-04:00,2016-09-11T22:02:05-04:00,2013-06-25T14:30:40-04:00,,"100дус198 N Morton St, Bloomington, IN"
Other,39.16644669,-86.53617859,2013-06-25T10:57:35-04:00,2016-09-11T22:02:05-04:00,2013-06-25T14:29:16-04:00,,"McDoel Greenway Corridor, Bloomington, IN"
Other,39.16759872,-86.53617859,2013-06-25T11:07:33-04:00,2016-09-11T22:02:05-04:00,2013-06-25T14:27:06-04:00,,"300 W 6th St, Bloomington, IN"
Other,39.16496658,-86.53627777,2013-06-25T11:25:03-04:00,2016-09-11T22:02:05-04:00,2013-06-25T14:22:35-04:00,,"McDoel Greenway Corridor, Bloomington, IN"
Other,39.16667175,-86.53279114,2013-06-25T12:42:48-04:00,2016-09-11T22:02:05-04:00,2013-06-25T14:20:33-04:00,,"121 E Kirkwood Ave, Bloomington, IN"
Other,39.1666832,-86.52948761,2013-06-25T12:57:21-04:00,2016-09-11T22:02:05-04:00,2013-06-25T14:19:21-04:00,,"108 N Grant St, Bloomington, IN"
Other,39.16665649,-86.52973175,2013-06-25T13:12:25-04:00,2016-09-11T22:02:05-04:00,2013-06-25T14:17:58-04:00,,"108 N Grant St, Bloomington, IN"
Other,39.16665268,-86.52919769,2013-06-25T13:16:05-04:00,2016-09-11T22:02:05-04:00,2013-06-25T14:15:37-04:00,,"409 E Kirkwood Ave, Bloomington, IN"
Other,39.16696548,-86.52903748,2013-06-26T14:00:07-04:00,2016-09-11T22:02:05-04:00,2013-06-26T14:54:29-04:00,,"419 E Kirkwood AVE, Bloomington, IN, 47408"
Missing,,,2013-06-26T14:55:34-04:00,2016-09-11T22:02:05-04:00,2013-06-26T15:01:12-04:00,Tags on 4th street parking garage.,W 4th ST
Other,39.17179489,-86.54074097,2013-06-28T14:17:19-04:00,2016-09-11T22:02:05-04:00,2013-06-28T15:46:47-04:00,Tags on bim fence along the b-line.,"605 N Fairview St, Bloomington, IN"
Other,39.16557312,-86.53427887,2013-06-28T15:35:51-04:00,2016-09-11T22:02:05-04:00,2013-06-28T15:47:23-04:00,,"109 W 4th St, Bloomington, IN"
Other,39.16403961,-86.53613281,2013-07-03T13:53:04-04:00,2016-09-11T22:02:05-04:00,2013-07-03T15:54:12-04:00,Tag on the B-line side of loading ramp.,"McDoel Greenway Corridor, Bloomington, IN"
Other,,,2013-07-09T08:53:00-04:00,2016-09-11T22:02:05-04:00,2013-07-09T10:40:32-04:00,cuff ujsjdiebeiwkb,
Other,39.16664886,-86.53579712,2013-07-10T14:09:49-04:00,2016-09-11T22:02:05-04:00,2013-07-10T14:18:03-04:00,Tag on the Morton side of building.,"220 W Kirkwood Ave, Bloomington, IN"
Other,,,2013-07-13T15:43:11-04:00,2016-09-11T22:02:05-04:00,2013-07-15T05:53:16-04:00,"Two white males were observed using chalk to write ideological/hate graffiti on the sidewalk in from of Merrill Hall on the IU campus at around noon on Saturday July 13, 2013. The messages included obscene language and were directed at feminists, modernists, and homosexuals. Each message ended withe the URL TRADYOUTH.ORG. I was seated nearby as the vandalism took place and took two photographs as they were writing, but I can't upload the photos using this mobile site. After they left my husband and I used water to obliterate the obscene portions of the messages. Is someone can send me an email address I will forward rhe photos.",
Other,,,2013-07-14T15:06:09-04:00,2016-09-11T22:02:05-04:00,2013-07-17T15:58:25-04:00,"The bicycle/pedestrian tunnel under SR46 needs graffiti removal (again). Also, the concrete ramp for accessing this tunnel and apartment complex (east of tunnel) is too steep for bicycles and wheel chairs. Need to grind down curb on this new concrete ramp.",
Other,39.15834808,-86.53592682,2013-07-18T08:42:13-04:00,2016-09-11T22:02:05-04:00,2013-07-18T14:39:19-04:00,Tag on back side of building visible from the B-line trail.,"660 S College Ave, Bloomington, IN"
Other,39.16453552,-86.53418732,2013-07-18T11:04:08-04:00,2016-09-11T22:02:05-04:00,2013-07-18T12:15:33-04:00,Tag on fence behind 4th st garage,"101дус147 W 3rd St, Bloomington, IN"
Other,39.16002274,-86.52482605,2013-07-18T20:04:00-04:00,2016-09-11T22:02:05-04:00,2013-07-19T05:41:33-04:00,Recently painted graffiti on garage wall in alley behind 722 E. University Street.  Joins graffiti from about a year ago.,"721 E 1st St, Bloomington, IN"
Other,39.16713333,-86.53866577,2013-07-19T13:51:46-04:00,2016-09-11T22:02:05-04:00,2013-07-19T14:02:48-04:00,,"118 N Rogers St, Bloomington, IN"
Other,39.16692734,-86.53347015,2013-07-22T08:52:37-04:00,2016-09-11T22:02:05-04:00,2013-07-23T14:55:06-04:00,"In the alley between caveat emptor and the jewelry store-- very close to (and visible from ) the sidewalk on Walnut.  Very large on one side, smaller on the other, needs to be painted over ASAP.  I own the building at 118 N. Walnut. Thanks.","106 North Walnut Street, Bloomington, IN"
Other,39.16484833,-86.53482056,2013-07-23T11:39:50-04:00,2016-09-11T22:02:05-04:00,2013-07-23T14:48:21-04:00,,"211 S College Ave, Bloomington, IN"
Other,39.16651535,-86.53179932,2013-07-23T12:40:32-04:00,2016-09-11T22:02:05-04:00,2013-07-23T14:51:24-04:00,Tag in alley behind Old National Bank.,"210 E Kirkwood Ave, Bloomington, IN"
Other,39.16464233,-86.53211212,2013-07-26T09:37:20-04:00,2016-09-11T22:02:05-04:00,2013-07-26T15:48:25-04:00,,"201дус299 E 3rd St, Bloomington, IN"
Other,39.16459274,-86.52901459,2013-07-26T10:39:29-04:00,2016-09-11T22:02:05-04:00,2013-07-26T15:46:03-04:00,Tag on front retaining wall right on third st.,"409 E 3rd St, Bloomington, IN"
Other,39.16549301,-86.53483582,2013-07-30T13:00:17-04:00,2016-09-11T22:02:05-04:00,2013-07-30T13:15:59-04:00,Tag on the 4th st side of serendipity.,"201 S College Ave, Bloomington, IN"
Missing,,,2013-08-21T09:30:08-04:00,2016-09-11T22:02:05-04:00,2013-08-23T14:34:22-04:00,,"1120 W 8th ST, Bloomington, IN"
Other,39.16571426,-86.53424072,2013-08-21T12:52:03-04:00,2016-09-11T22:02:05-04:00,2013-08-21T15:30:55-04:00,Tag about cops on the west side of parking garage.,"100дус198 W 4th St, Bloomington, IN"
Other,39.16975021,-86.49734497,2013-08-21T14:07:56-04:00,2016-09-11T22:02:05-04:00,2013-08-21T15:27:16-04:00,Tags in tunnel under Hwy46 on east side.,"3073 E Amy Ln, Bloomington, IN"
Walk In,39.16413879,-86.56349945,2013-08-26T08:55:41-04:00,2016-09-11T22:02:05-04:00,2013-08-28T15:43:26-04:00,,"310 S Muller PKWY, Bloomington, IN, 47403"
Other,,,2013-09-01T18:19:47-04:00,2016-09-11T22:02:05-04:00,2013-09-03T12:25:31-04:00,"A gang tag that I have seen around town, spray painted in black on the front of the little gray aluminum sided house I rent, in a previously safe area. Your map thing above won't take my location no magtter how many times I reset it. I live at 120 N. Grant St. Bloomington IN 47408Odd that you don't have a line for address. Also add that it won't let us send you more than one image.",120 N Grant ST
Other,39.17723846,-86.53568268,2013-09-04T13:51:15-04:00,2016-09-11T22:02:05-04:00,2013-09-04T16:08:50-04:00,It is on the side of the house facing the alley near the front.,"1104 North Woodburn Avenue, Bloomington, IN"
Other,39.16450882,-86.52897644,2013-09-06T09:17:53-04:00,2016-09-11T22:02:05-04:00,2013-09-06T15:39:58-04:00,Tag on wall of shine insurance.,"426 E 3rd St, Bloomington, IN"
Other,39.16659164,-86.53174591,2013-09-06T15:29:53-04:00,2016-09-11T22:02:05-04:00,2013-09-06T15:36:51-04:00,Tag on railing,"205 E Kirkwood Ave, Bloomington, IN"
Other,39.16581345,-86.53464508,2013-09-12T14:03:05-04:00,2016-09-11T22:02:05-04:00,2013-09-30T08:24:18-04:00,North side of building someone crossed over the fence and spray painted the side of the building. On the opposite side of the building facing 4th street....we have more graffiti which looks to be a tag.,"123 South College Avenue, Bloomington, IN"
